number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
1774,Автобус,Остановка,"ДЕР. ЛОПУХИНКА, МАГАЗИН","ДЕР. ЛОПУХИНКА, МАГАЗИН",,"463,463А,684,685А,686","59.730517,29.404162"
1775,Автобус,Остановка,"ДЕР. ЛОПУХИНКА, МАГАЗИН (тест)","ДЕР. ЛОПУХИНКА, МАГАЗИН",," 463,684,685,685А,686,686Б,694 ","59.729909,29.407513"
1776,Автобус,Остановка,"ДЕР. ЛОПУХИНКА, МАГАЗИН (тест)<","ДЕР. ЛОПУХИНКА, МАГАЗИН",," 463,463А,684,685,685А,686,686Б ","59.729617,29.407843"
1777,Автобус,Остановка,"ДЕР. ЛОПУХИНКА, ПОЧТА","ДЕР. ЛОПУХИНКА, ПОЧТА",Первомайская улица,"463,463А,684,685А,686, 685,686Б ","59.729460,29.409490"
1778,Автобус,Остановка,"ДЕР. ЛОПУХИНКА, ПОЧТА <","ДЕР. ЛОПУХИНКА, ПОЧТА",Первомайская улица,"463,463А,684,685А,686, 685,686Б ","59.729400,29.409050"
1779,Автобус,Остановка,"ДЕР. ЛОПУХИНКА, ШКОЛА","ДЕР. ЛОПУХИНКА, ШКОЛА",,"463,463А,684,685А,686, 685,686Б ","59.725800,29.429070"
1780,Автобус,Остановка,"ДЕР. ЛОПУХИНКА, ШКОЛА <","ДЕР. ЛОПУХИНКА, ШКОЛА",,"463,463А,684,685А,686, 685,686Б ","59.725560,29.429130"
1781,Автобус,Остановка,ДЕР. МАЛЫЕ ГОРКИ,ДЕР. МАЛЫЕ ГОРКИ,,481,"59.712292,29.848909"
1782,Автобус,Остановка,ДЕР. МАЛЫЕ ГОРКИ <,ДЕР. МАЛЫЕ ГОРКИ,,481,"59.709727,29.848588"
1783,Автобус,Остановка,ДЕР. МЕДУШИ,ДЕР. МЕДУШИ,,"686, 686Б ","59.698780,29.397360"
1784,Автобус,Остановка,ДЕР. МЕДУШИ,ДЕР. МЕДУШИ,,"686, 686Б ","59.698862,29.397994"
1785,Автобус,Остановка,ДЕР. МУХОВИЦЫ (тест),ДЕР. МУХОВИЦЫ,," 686А,686Б ","59.701122,29.484987"
1786,Автобус,Временная,ДЕР. НЕНИМЯКИ,деревня Ненимяки,,К-436,"60.352472,30.384371"
1787,Автобус,Остановка,"ДЕР. НИККОРОВО [442,458,461]",ДЕР. НИККОРОВО,,"442,442А,458,458А,458Б,461","59.772550,30.070254"
1788,Автобус,Остановка,"ДЕР. НИККОРОВО [442,458,461]",ДЕР. НИККОРОВО,,"442,442А,458,458А,458Б,461","59.772377,30.070706"
1789,Автобус,Остановка,ДЕР. НОВАЯ БУРЯ,ДЕР. НОВАЯ БУРЯ,,"463,463А,684,685А,686, 685,686Б ","59.725710,29.456180"
1790,Автобус,Остановка,ДЕР. НОВАЯ БУРЯ <,ДЕР. НОВАЯ БУРЯ,,"463,463А,684,685А,686, 685,686Б ","59.725440,29.456120"
1791,Автобус,Остановка,"ДЕР. НОВАЯ БУРЯ, 1","ДЕР. НОВАЯ БУРЯ, 1",,"463,463А,684,685А,686, 685,686Б ","59.724710,29.468023"
1792,Автобус,Остановка,"ДЕР. НОВАЯ БУРЯ, 1 <","ДЕР. НОВАЯ БУРЯ, 1",,"463,463А,684,685А,686, 685,686Б ","59.724540,29.468040"
1793,Автобус,Остановка,"ДЕР. НОВОСАРАТОВКА,40 [476]","ДЕР. НОВОСАРАТОВКА,40","КАД, Октябрьская наб.","476, 48,К-476 ","59.855469,30.504317"
1794,Автобус,Остановка,ДЕР. ОЛЬГИНО,ДЕР. ОЛЬГИНО,Ольгинское шоссе,"278, 0,К-329,360 ","59.837236,29.922498"
1795,Автобус,Остановка,ДЕР. ОЛЬГИНО,ДЕР. ОЛЬГИНО,,"278, 0,360 ","59.836340,29.925630"
1796,Автобус,Остановка,ДЕР. ПЕТРОВСКОЕ,ДЕР. ПЕТРОВСКОЕ,Гостилицкое ш.,"463,463А,489,682,683,683А,684,685А,686,687, 686А ","59.792311,29.698244"
1797,Автобус,Остановка,ДЕР. ПЕТРОВСКОЕ,ДЕР. ПЕТРОВСКОЕ,Гостилицкое ш.,"463,463А,489,682,683,683А,684,685А,686,687, 686А ","59.792915,29.699311"
1798,Автобус,Остановка,ДЕР. ПЕТРОВСКОЕ,ДЕР. ПЕТРОВСКОЕ,Гостилицкое ш.," 489,682,684,685,687 ","59.801810,29.703930"
1799,Автобус,Остановка,ДЕР. ПЕТРОВСКОЕ <,ДЕР. ПЕТРОВСКОЕ,Гостилицкое ш.," 489,682,684,685,687 ","59.801760,29.704460"
1800,Автобус,Остановка,ДЕР. ПОДОЗВАНЬЕ,ДЕР. ПОДОЗВАНЬЕ,,685,"59.705480,29.069770"
1801,Автобус,Остановка,ДЕР. ПОДОЗВАНЬЕ <,ДЕР. ПОДОЗВАНЬЕ,,685,"59.705370,29.069790"
1802,Автобус,Остановка,ДЕР. РАЗБЕГАЕВО,ДЕР. РАЗБЕГАЕВО,"Аннинское шоссе, Стрельнинское шоссе","458, 162,163,200,210 ","59.788550,29.932300"
1803,Автобус,Остановка,ДЕР. РАЗБЕГАЕВО,ДЕР. РАЗБЕГАЕВО,,"458, 162,163,200,210 ","59.788453,29.931702"
1804,Автобус,Остановка,"ДЕР. РОПША, 30","ДЕР. РОПША, 30",,"443,481","59.732129,29.868231"
1805,Автобус,Остановка,"ДЕР. РОПША, 30 [443,481]","ДЕР. РОПША, 30",,"481, 443 ","59.731918,29.868161"
1806,Автобус,Остановка,"ДЕР. РОПША, КРАСНОСЕЛЬСКОЕ ШОССЕ, 5 [443,454]","ДЕР. РОПША, КРАСНОСЕЛЬСКОЕ ШОССЕ, 5",,"443,454, 454А ","59.723768,29.872549"
1807,Автобус,Остановка,"ДЕР. РОПША, КРАСНОСЕЛЬСКОЕ ШОССЕ, 5 [443,454]","ДЕР. РОПША, КРАСНОСЕЛЬСКОЕ ШОССЕ, 5",,"443,454, 454А ","59.723319,29.871546"
1808,Автобус,Остановка,"ДЕР. РОПША, ШКОЛА","ДЕР. РОПША, ШКОЛА",,481,"59.728900,29.862170"
1809,Автобус,Остановка,"ДЕР. РОПША, ШКОЛА <","ДЕР. РОПША, ШКОЛА",,481,"59.728856,29.861012"
1810,Автобус,Остановка,"ДЕР. РОПША, ШКОЛА [443,481]","ДЕР. РОПША, ШКОЛА",,"443,481","59.728858,29.862104"
1811,Автобус,Остановка,"ДЕР. РОПША, ШКОЛА [443,481]","ДЕР. РОПША, ШКОЛА",,"443,481","59.728701,29.861138"
1812,Автобус,Остановка,ДЕР. РЮМКИ,ДЕР. РЮМКИ,,"458,458А,458Б, 162 ","59.781603,30.024258"
1813,Автобус,Остановка,ДЕР. РЮМКИ,ДЕР. РЮМКИ,Аннинское шоссе,"458,458А,458Б, 162 ","59.780830,30.024320"
1814,Автобус,Остановка,ДЕР. СОКУЛИ [],ДЕР. СОКУЛИ,,454,"59.706648,29.704188"
1815,Автобус,Остановка,ДЕР. СОКУЛИ []<,ДЕР. СОКУЛИ,,454,"59.706751,29.705336"
1816,Автобус,Остановка,ДЕР. ТЕМЯШКИНО,ДЕР. ТЕМЯШКИНО,"Гостилицкое ш., Астрономическая ул."," 682,685А ","59.869059,29.822645"
1817,Автобус,Остановка,ДЕР. ТЕМЯШКИНО,ДЕР. ТЕМЯШКИНО,"Гостилицкое ш., Астрономическая ул."," 682,685А ","59.868682,29.822688"
1818,Автобус,Остановка,ДЕР. ТИМЯШКИНО (тест),ДЕР. ТИМЯШКИНО,"Гостилицкое ш., Астрономическая ул."," 344,463,463А,489,683,683А,684,685,686,686А,687 ","59.868930,29.822658"
1819,Автобус,Остановка,ДЕР. ТИМЯШКИНО (тест)<,ДЕР. ТИМЯШКИНО,"Гостилицкое ш., Астрономическая ул."," 344,463,463А,489,683,683А,684,685,686,686А,687 ","59.868577,29.822245"
1820,Автобус,Остановка,ДЕР. ФЛОРЕВИЦЫ,ДЕР. ФЛОРЕВИЦЫ,," 685,685А ","59.740010,29.190860"
1821,Автобус,Остановка,ДЕР. ФЛОРЕВИЦЫ <,ДЕР. ФЛОРЕВИЦЫ,,685,"59.739840,29.190920"
1822,Автобус,Остановка,ДЕР. ШЕЛКОВО,ДЕР. ШЕЛКОВО,,482,"59.641705,29.439307"
1823,Автобус,Остановка,ДЕР. ШЕЛКОВО,ДЕР. ШЕЛКОВО,,482,"59.641569,29.439092"
1824,Автобус,Остановка,ДЕР. ШЕЛКОВО [],ДЕР. ШЕЛКОВО,,482,"59.641667,29.437778"
1825,Автобус,Остановка,ДЕР. ЩЕРБИНКА [476],ДЕР. ЩЕРБИНКА,,"476, К-476 ","59.788869,30.683160"
1826,Автобус,Остановка,"ДЕР. ЯЛЬГЕЛЕВО, 10 [443,454]","ДЕР. ЯЛЬГЕЛЕВО, 10",,"443,454, 454А ","59.727621,29.963036"
